studied_credits,imd_band_encoded,highest_education_encoded,before_course_click,sum_click,after_course_click,final_score
30,7,1,0.0,38.0,38.0,0.0
60,2,2,0.0,1896.0,1896.0,81.0
60,1,2,0.0,21.0,21.0,18.90915119363396
60,8,2,83.0,1706.0,1623.0,76.47999999999999
60,0,1,0.0,71.0,71.0,2.0
120,5,2,0.0,6.0,6.0,10.827691056910568
60,5,2,29.0,1215.0,1186.0,77.5
60,5,0,64.0,640.0,576.0,16.96
60,1,2,317.0,1787.0,1470.0,116.3
120,1,1,6.0,472.0,466.0,37.925
120,4,2,53.0,1326.0,1273.0,74.05
60,5,2,0.0,1508.0,1508.0,40.75
120,9,2,78.0,1923.0,1845.0,123.76
60,6,2,65.0,294.0,229.0,19.7685667752443
60,2,2,0.0,41.0,41.0,31.48684210526316
60,2,4,10.0,129.0,119.0,15.550000000000002
60,2,0,3.0,133.0,130.0,16.6
60,0,2,67.0,747.0,680.0,20.60275423728813
60,7,3,58.0,383.0,325.0,20.244642857142857
90,7,3,30.0,1209.0,1179.0,75.0
60,4,2,92.0,6066.0,5974.0,90.25
120,2,1,242.0,540.0,298.0,19.5
60,0,3,44.0,294.0,250.0,6.8
60,0,1,310.0,3373.0,3063.0,68.5
120,5,2,5.0,6214.0,6209.0,85.0
60,9,2,75.0,75.0,0.0,20.60275423728813
30,5,1,3.0,206.0,203.0,15.04
120,5,2,64.0,480.0,416.0,16.939143426294823
120,1,2,31.0,218.0,187.0,40.75
180,6,1,67.0,747.0,680.0,20.60275423728813
60,5,2,252.0,871.0,619.0,197.44
60,0,2,58.0,354.0,296.0,20.58634969325153
120,1,2,60.0,875.0,815.0,25.825
60,0,2,75.0,901.0,826.0,91.59
30,9,2,69.0,2727.0,2658.0,191.1
120,1,2,45.0,489.0,444.0,145.5
60,4,2,9.0,877.0,868.0,19.36
60,5,2,120.0,4244.0,4124.0,89.75
30,9,3,26.0,2060.0,2034.0,82.12
150,1,2,14.0,14.0,0.0,24.36342857142857
120,1,2,31.0,213.0,182.0,22.399999999999995
30,4,1,10.0,883.0,873.0,0.0
120,7,2,31.0,256.0,225.0,16.720334928229665
120,2,1,1.0,155.0,154.0,9.25
60,6,1,0.0,446.0,446.0,0.0
60,0,0,2.0,32.0,30.0,49.73075284090908
60,0,1,53.0,865.0,812.0,53.9
60,7,2,0.0,89.0,89.0,3.25
30,2,2,6.0,839.0,833.0,0.0
120,9,2,3.0,76.0,73.0,125.0
30,2,1,75.0,981.0,906.0,38.56
60,8,1,5.0,444.0,439.0,83.72
30,0,1,0.0,201.0,201.0,0.0
60,7,1,2.0,256.0,254.0,10.36
60,0,1,43.0,85.0,42.0,3.9
120,0,2,114.0,2290.0,2176.0,84.29
60,2,2,8.0,283.0,275.0,51.53
90,1,1,0.0,315.0,315.0,71.47
90,0,2,107.0,852.0,745.0,20.762443438914023
90,6,1,12.0,1215.0,1203.0,64.5
120,0,1,31.0,256.0,225.0,16.720334928229665
60,0,1,0.0,138.0,138.0,19.9
120,7,3,120.0,1732.0,1612.0,146.0
90,2,2,74.0,3262.0,3188.0,87.0
90,0,2,37.0,37.0,0.0,9.354555555555557
60,5,1,3.0,47.0,44.0,10.827691056910568
120,2,2,38.0,38.0,0.0,16.65823529411765
90,6,2,42.0,178.0,136.0,20.58634969325153
60,1,1,2.0,124.0,122.0,14.75
60,2,1,185.0,2397.0,2212.0,69.54
30,7,2,5.0,896.0,891.0,44.32
30,7,2,68.0,199.0,131.0,0.0
60,8,2,0.0,3235.0,3235.0,87.67
60,2,2,50.0,518.0,468.0,87.32
60,4,3,14.0,644.0,630.0,148.0
60,7,1,12.0,123.0,111.0,21.8089552238806
30,3,1,0.0,1593.0,1593.0,0.0
120,3,2,3.0,64.0,61.0,41.24271381578947
90,2,3,20.0,1098.0,1078.0,12.92
60,2,1,0.0,79.0,79.0,65.15
30,4,1,21.0,112.0,91.0,0.0
60,3,1,25.0,230.0,205.0,16.65823529411765
30,1,1,1.0,1.0,0.0,0.0
60,8,1,0.0,8.0,8.0,33.01819248826291
190,8,3,205.0,1174.0,969.0,108.5
30,5,2,0.0,109.0,109.0,0.0
90,7,1,39.0,487.0,448.0,108.05
60,5,1,58.0,383.0,325.0,20.244642857142857
60,8,3,107.0,852.0,745.0,20.762443438914023
60,4,2,4.0,354.0,350.0,75.56
60,2,4,0.0,1441.0,1441.0,54.5
60,5,1,4.0,29.0,25.0,27.142666666666667
120,2,1,29.0,294.0,265.0,10.69
60,9,2,13.0,15.0,2.0,31.48684210526316
60,8,3,251.0,3286.0,3035.0,63.720000000000006
120,0,1,31.0,256.0,225.0,16.720334928229665
60,3,1,99.0,1422.0,1323.0,76.85
30,6,1,27.0,256.0,229.0,6.6
120,1,1,12.0,1609.0,1597.0,80.8
60,2,1,132.0,3185.0,3053.0,77.0
60,3,3,31.0,256.0,225.0,16.720334928229665
240,3,1,65.0,294.0,229.0,19.7685667752443
60,2,2,0.0,267.0,267.0,41.8
60,0,2,89.0,4124.0,4035.0,85.0
90,5,1,328.0,2114.0,1786.0,95.32
60,1,1,17.0,192.0,175.0,1.6
120,5,2,85.0,774.0,689.0,21.8089552238806
90,5,2,2.0,2075.0,2073.0,69.75
60,9,1,17.0,282.0,265.0,17.02
90,8,1,77.0,1242.0,1165.0,36.25
150,3,1,146.0,2396.0,2250.0,60.05
60,0,1,85.0,774.0,689.0,21.8089552238806
120,4,1,57.0,1582.0,1525.0,96.475
60,8,3,0.0,103.0,103.0,76.88
60,2,4,59.0,243.0,184.0,8.4
150,1,2,58.0,354.0,296.0,20.58634969325153
120,4,1,4.0,1097.0,1093.0,62.5
120,8,1,80.0,787.0,707.0,49.83
30,4,1,0.0,251.0,251.0,0.0
120,5,1,0.0,85.0,85.0,54.510000000000005
60,9,2,2.0,122.0,120.0,0.22
30,4,1,0.0,546.0,546.0,0.0
120,2,1,0.0,1.0,1.0,6.04
60,4,2,68.0,1433.0,1365.0,89.425
60,2,1,9.0,1468.0,1459.0,84.16
60,1,2,0.0,594.0,594.0,0.0
60,7,1,134.0,2369.0,2235.0,84.52
180,1,1,35.0,410.0,375.0,9.354555555555557
30,3,1,0.0,1627.0,1627.0,0.0
120,4,1,19.0,81.0,62.0,25.26
75,9,4,0.0,2537.0,2537.0,43.81
60,0,2,126.0,1812.0,1686.0,180.55
60,2,1,0.0,497.0,497.0,77.65
60,6,1,32.0,316.0,284.0,8.25
90,0,2,229.0,725.0,496.0,142.475
120,0,1,32.0,257.0,225.0,20.5
60,3,3,0.0,4410.0,4410.0,66.25
120,6,2,0.0,398.0,398.0,162.275
30,2,3,31.0,1224.0,1193.0,181.32
240,6,2,230.0,282.0,52.0,20.58634969325153
30,8,1,13.0,1303.0,1290.0,90.4
60,1,2,37.0,1891.0,1854.0,90.145
60,2,1,0.0,136.0,136.0,4.25
30,8,3,0.0,292.0,292.0,0.0
120,9,2,69.0,3332.0,3263.0,77.53
60,7,1,0.0,124.0,124.0,21.8089552238806
60,5,1,33.0,562.0,529.0,67.52
120,1,1,1.0,56.0,55.0,20.60275423728813
120,5,2,40.0,3197.0,3157.0,78.0
60,7,2,607.0,6840.0,6233.0,93.0
120,1,3,11.0,1287.0,1276.0,144.65
60,0,0,24.0,1540.0,1516.0,59.75
45,1,1,37.0,626.0,589.0,0.0
70,8,3,12.0,494.0,482.0,92.09
60,0,2,115.0,391.0,276.0,11.25
60,6,2,17.0,1934.0,1917.0,35.5
60,9,2,259.0,746.0,487.0,14.56
30,6,2,3.0,420.0,417.0,0.0
150,2,3,2.0,3611.0,3609.0,91.0
60,5,2,537.0,5471.0,4934.0,138.3
210,1,2,8.0,315.0,307.0,32.52
180,5,1,0.0,6127.0,6127.0,58.5
60,5,2,81.0,1278.0,1197.0,68.4
60,5,1,139.0,1182.0,1043.0,28.49
90,2,3,49.0,73.0,24.0,10.827691056910568
180,2,1,13.0,373.0,360.0,51.46
60,7,1,1.0,37.0,36.0,18.90915119363396
30,2,1,38.0,280.0,242.0,0.0
60,3,1,0.0,1716.0,1716.0,44.5
75,7,2,166.0,3621.0,3455.0,170.5
120,0,2,5.0,1474.0,1469.0,17.0
60,8,3,192.0,2690.0,2498.0,82.28
60,7,3,350.0,2752.0,2402.0,83.8
60,4,1,721.0,1698.0,977.0,10.75
60,2,2,110.0,208.0,98.0,20.244642857142857
120,1,1,1.0,2433.0,2432.0,39.5
60,5,1,0.0,382.0,382.0,49.47
90,2,2,128.0,2901.0,2773.0,93.12
30,2,0,56.0,7920.0,7864.0,66.35
120,8,1,16.0,16.0,0.0,10.827691056910568
30,1,2,71.0,1777.0,1706.0,77.15
60,3,2,16.0,303.0,287.0,37.09
90,8,3,3.0,3025.0,3022.0,149.79000000000002
60,2,2,0.0,4718.0,4718.0,85.0
120,0,2,32.0,366.0,334.0,5.75
60,3,1,17.0,4790.0,4773.0,68.0
60,2,2,166.0,1513.0,1347.0,78.19999999999999
60,1,2,0.0,225.0,225.0,50.88
60,7,2,31.0,256.0,225.0,16.720334928229665
60,5,1,144.0,2274.0,2130.0,77.30000000000001
300,1,1,0.0,12.0,12.0,44.77
120,8,3,9.0,659.0,650.0,14.550000000000002
180,9,1,34.0,233.0,199.0,10.145049504950494
120,4,2,4.0,1422.0,1418.0,51.35
120,6,2,75.0,4303.0,4228.0,84.25
60,3,2,31.0,635.0,604.0,130.05
30,1,0,5.0,713.0,708.0,10.4
60,3,2,0.0,2279.0,2279.0,46.55
90,4,1,28.0,96.0,68.0,10.827691056910568
30,3,2,0.0,673.0,673.0,0.0
90,4,2,0.0,33.0,33.0,19.0
180,2,2,66.0,816.0,750.0,41.24271381578947
60,2,1,0.0,33.0,33.0,27.142666666666667
150,9,2,35.0,410.0,375.0,9.354555555555557
90,5,3,0.0,1079.0,1079.0,16.75
180,9,1,249.0,4313.0,4064.0,84.25
120,9,3,254.0,6824.0,6570.0,97.5
60,4,1,126.0,1937.0,1811.0,136.575
60,4,2,0.0,266.0,266.0,14.55
60,5,3,0.0,716.0,716.0,50.5
60,2,2,62.0,563.0,501.0,18.90915119363396
60,0,1,0.0,23.0,23.0,2.0
60,2,2,0.0,6.0,6.0,62.330000000000005
60,0,1,1.0,82.0,81.0,17.93
90,2,3,1.0,1700.0,1699.0,52.75
60,4,1,599.0,4697.0,4098.0,87.76
120,0,3,12.0,55.0,43.0,8.799999999999999
120,1,2,17.0,17.0,0.0,18.90915119363396
60,8,1,22.0,164.0,142.0,3.3
180,3,2,13.0,3817.0,3804.0,50.5
30,3,1,0.0,93.0,93.0,0.0
30,2,2,31.0,635.0,604.0,70.96000000000001
120,0,2,85.0,774.0,689.0,21.8089552238806
60,3,1,0.0,136.0,136.0,5.0
60,5,2,26.0,910.0,884.0,133.0
60,8,2,202.0,1969.0,1767.0,65.225
60,8,1,38.0,645.0,607.0,55.98
120,0,2,0.0,1120.0,1120.0,62.25
30,8,1,60.0,683.0,623.0,0.0
60,5,1,33.0,1065.0,1032.0,73.5
60,2,1,33.0,381.0,348.0,44.35
60,4,1,0.0,514.0,514.0,64.98
30,4,1,9.0,295.0,286.0,0.0
60,9,1,16.0,25.0,9.0,21.8089552238806
120,3,2,4.0,118.0,114.0,9.75
60,0,3,85.0,774.0,689.0,21.8089552238806
60,8,3,7.0,1459.0,1452.0,176.78
120,8,2,89.0,2451.0,2362.0,74.78999999999999
60,5,2,86.0,1986.0,1900.0,53.0
120,9,2,34.0,4406.0,4372.0,76.75
60,1,3,34.0,233.0,199.0,10.145049504950494
60,0,1,35.0,924.0,889.0,161.27499999999995
240,5,2,64.0,2714.0,2650.0,87.25
30,8,4,8.0,527.0,519.0,11.06
120,8,2,32.0,278.0,246.0,9.0
120,3,2,0.0,35.0,35.0,0.0
60,7,1,15.0,1309.0,1294.0,146.115
90,6,2,155.0,7698.0,7543.0,88.5
30,2,1,13.0,1047.0,1034.0,171.38
60,5,3,203.0,1296.0,1093.0,19.75
60,9,1,31.0,1044.0,1013.0,63.2
60,6,1,40.0,280.0,240.0,12.75
60,7,2,4.0,182.0,178.0,7.419999999999999
60,7,3,9.0,770.0,761.0,76.59
60,1,1,3.0,23.0,20.0,9.46
60,4,1,0.0,102.0,102.0,22.49
90,2,1,0.0,60.0,60.0,3.4
60,0,3,63.0,6077.0,6014.0,52.25
60,0,2,11.0,1661.0,1650.0,180.27
30,0,1,13.0,127.0,114.0,24.36342857142857
60,2,2,25.0,350.0,325.0,17.975
60,9,3,0.0,875.0,875.0,55.44
60,8,1,811.0,5557.0,4746.0,46.46
30,8,1,0.0,185.0,185.0,0.0
60,2,2,103.0,2469.0,2366.0,89.0
30,0,2,34.0,351.0,317.0,0.0
120,2,3,3.0,1236.0,1233.0,119.87
180,9,2,35.0,360.0,325.0,18.35
60,1,1,31.0,458.0,427.0,30.90116477272727
30,3,2,0.0,514.0,514.0,15.52
60,7,1,107.0,3613.0,3506.0,89.5
110,5,3,66.0,506.0,440.0,1.12
60,2,1,34.0,233.0,199.0,10.145049504950494
60,3,3,38.0,450.0,412.0,56.74
60,5,2,0.0,3.0,3.0,16.720334928229665
60,8,3,35.0,392.0,357.0,18.066869158878504
60,8,2,307.0,1782.0,1475.0,30.42
60,3,1,8.0,846.0,838.0,39.64
90,3,2,214.0,3374.0,3160.0,99.675
60,7,3,34.0,233.0,199.0,10.145049504950494
60,4,3,45.0,139.0,94.0,32.034018987341774
120,3,2,0.0,496.0,496.0,13.0
120,0,1,34.0,233.0,199.0,10.145049504950494
30,5,2,83.0,1947.0,1864.0,83.67999999999999
120,8,2,88.0,188.0,100.0,19.7685667752443
120,1,1,116.0,486.0,370.0,51.75
90,5,2,32.0,2867.0,2835.0,183.65
150,1,1,47.0,455.0,408.0,31.48684210526316
60,8,1,12.0,136.0,124.0,2.4
120,3,2,0.0,966.0,966.0,79.73
60,1,1,20.0,64.0,44.0,3.45
60,2,2,67.0,747.0,680.0,20.60275423728813
150,7,2,40.0,370.0,330.0,10.827691056910568
60,4,3,2.0,728.0,726.0,156.6
90,9,2,0.0,344.0,344.0,4.05
60,8,1,195.0,3600.0,3405.0,80.75
120,7,2,143.0,3692.0,3549.0,70.25
120,6,1,34.0,233.0,199.0,10.145049504950494
30,7,2,28.0,179.0,151.0,0.0
90,3,2,0.0,1476.0,1476.0,66.5
60,1,1,0.0,165.0,165.0,15.550000000000002
90,5,3,186.0,1639.0,1453.0,59.25
120,3,3,35.0,410.0,375.0,9.354555555555557
120,7,2,75.0,734.0,659.0,62.88000000000001
60,6,2,1.0,555.0,554.0,98.0
60,6,1,32.0,868.0,836.0,64.55
60,6,1,5.0,359.0,354.0,53.96
60,6,2,10.0,30.0,20.0,4.0
60,7,2,90.0,2642.0,2552.0,68.5
90,9,2,3.0,1112.0,1109.0,37.0
210,6,2,59.0,513.0,454.0,29.53
60,3,1,1281.0,3930.0,2649.0,93.8
120,5,1,31.0,6315.0,6284.0,39.0
60,1,1,25.0,230.0,205.0,16.65823529411765
45,8,3,106.0,106.0,0.0,9.354555555555557
60,4,1,97.0,175.0,78.0,0.0
30,3,1,5.0,586.0,581.0,0.0
60,8,2,24.0,2702.0,2678.0,76.5
60,0,3,25.0,230.0,205.0,16.65823529411765
60,9,1,60.0,1095.0,1035.0,6.75
30,6,3,166.0,1231.0,1065.0,190.02
30,5,2,0.0,501.0,501.0,0.0
60,5,3,0.0,540.0,540.0,79.05
60,1,3,242.0,3284.0,3042.0,70.5
60,2,2,66.0,582.0,516.0,70.1
90,2,1,13.0,4470.0,4457.0,64.61
180,4,2,1.0,15.0,14.0,18.90915119363396
60,6,2,63.0,1208.0,1145.0,33.9785100286533
60,0,2,30.0,93.0,63.0,1.2
120,9,1,593.0,6130.0,5537.0,80.5
120,1,1,6.0,6.0,0.0,19.7685667752443
240,6,1,1.0,235.0,234.0,8.5
30,9,3,21.0,2846.0,2825.0,79.88
30,9,3,114.0,408.0,294.0,12.36
60,5,1,0.0,242.0,242.0,57.28
60,4,3,143.0,4939.0,4796.0,96.6
30,3,1,0.0,111.0,111.0,0.0
60,4,2,87.0,993.0,906.0,163.25
60,0,1,58.0,354.0,296.0,20.58634969325153
120,1,2,0.0,446.0,446.0,52.19
60,2,0,0.0,3.0,3.0,31.3372
120,4,1,0.0,48.0,48.0,33.01819248826291
30,4,2,0.0,381.0,381.0,0.0
60,9,3,24.0,2443.0,2419.0,91.5
120,2,1,0.0,2379.0,2379.0,83.75
120,7,2,0.0,70.0,70.0,17.3
180,9,2,67.0,747.0,680.0,20.60275423728813
60,2,3,87.0,7041.0,6954.0,79.75
120,1,2,1.0,236.0,235.0,22.11
60,2,3,148.0,2385.0,2237.0,70.0
60,5,3,34.0,233.0,199.0,10.145049504950494
120,7,2,774.0,5512.0,4738.0,65.75
90,2,2,85.0,2452.0,2367.0,195.26
60,4,1,2.0,66.0,64.0,16.939143426294823
60,9,3,6.0,1929.0,1923.0,91.36
90,8,2,6.0,1189.0,1183.0,75.25
60,9,1,54.0,955.0,901.0,62.56
60,2,2,79.0,1349.0,1270.0,127.055
60,1,1,81.0,3403.0,3322.0,78.75
60,0,3,58.0,210.0,152.0,9.525
60,3,2,0.0,1175.0,1175.0,76.25
60,5,1,37.0,908.0,871.0,71.3
60,2,1,10.0,1054.0,1044.0,22.69
60,1,2,83.0,582.0,499.0,66.47
90,9,3,198.0,3877.0,3679.0,197.92
120,2,2,6.0,164.0,158.0,10.827691056910568
60,7,3,14.0,739.0,725.0,83.96
60,3,2,6.0,303.0,297.0,75.26
90,2,1,40.0,370.0,330.0,10.827691056910568
60,7,3,18.0,83.0,65.0,19.7685667752443
60,7,2,72.0,747.0,675.0,120.55
180,3,2,2.0,143.0,141.0,0.0
30,3,2,4.0,1153.0,1149.0,70.68
30,2,3,5.0,238.0,233.0,113.77
60,2,1,10.0,660.0,650.0,12.75
60,7,2,12.0,55.0,43.0,21.8089552238806
60,1,1,0.0,210.0,210.0,22.49
90,6,2,241.0,1549.0,1308.0,34.65
120,5,1,3.0,362.0,359.0,79.57
120,1,1,15.0,153.0,138.0,0.0
30,6,1,7.0,396.0,389.0,0.0
60,5,3,26.0,588.0,562.0,195.26
120,6,2,0.0,151.0,151.0,43.84
60,3,2,34.0,486.0,452.0,0.0
120,2,2,192.0,593.0,401.0,17.0
150,2,2,0.0,210.0,210.0,21.75
120,9,2,108.0,222.0,114.0,41.24271381578947
60,6,1,89.0,1497.0,1408.0,44.25
60,0,1,0.0,36.0,36.0,10.145049504950494
90,7,2,112.0,3963.0,3851.0,95.04
60,4,1,4.0,2623.0,2619.0,84.5
60,4,1,85.0,774.0,689.0,21.8089552238806
60,3,1,160.0,2591.0,2431.0,66.25
60,0,1,16.0,2093.0,2077.0,91.32
120,2,1,17.0,55.0,38.0,20.244642857142857
30,5,1,6.0,418.0,412.0,0.0
90,4,1,6.0,5483.0,5477.0,90.75
30,7,2,43.0,1948.0,1905.0,78.96
60,1,2,63.0,756.0,693.0,52.56
30,0,1,0.0,214.0,214.0,0.0
120,4,1,22.0,474.0,452.0,46.87
60,9,4,6.0,1223.0,1217.0,193.32
30,2,4,1.0,742.0,741.0,100.49
120,2,2,2188.0,11855.0,9667.0,70.5
60,7,3,0.0,1363.0,1363.0,47.54
90,3,1,144.0,1355.0,1211.0,30.655
60,7,1,71.0,730.0,659.0,6.925
60,0,2,68.0,1555.0,1487.0,72.5
60,2,2,26.0,845.0,819.0,147.8
60,9,1,0.0,723.0,723.0,77.9
150,8,2,58.0,354.0,296.0,20.58634969325153
120,5,1,15.0,24.0,9.0,19.7685667752443
60,7,2,0.0,63.0,63.0,4.7
90,2,2,32.0,1654.0,1622.0,76.32000000000001
60,2,3,0.0,373.0,373.0,18.90915119363396
120,4,2,56.0,941.0,885.0,90.97
60,1,2,31.0,256.0,225.0,16.720334928229665
60,2,3,25.0,915.0,890.0,104.28
120,3,3,0.0,1139.0,1139.0,72.9
120,2,2,34.0,233.0,199.0,10.145049504950494
90,4,2,39.0,460.0,421.0,13.8
60,7,2,0.0,203.0,203.0,104.25
60,5,2,0.0,954.0,954.0,22.5
60,7,2,74.0,1189.0,1115.0,62.75
60,6,2,68.0,3501.0,3433.0,86.25
90,6,2,141.0,1764.0,1623.0,179.56
180,1,3,115.0,1709.0,1594.0,17.75
60,1,1,49.0,370.0,321.0,7.0
120,2,2,73.0,1452.0,1379.0,129.875
75,3,2,217.0,1598.0,1381.0,40.25
60,3,2,418.0,4415.0,3997.0,88.75
90,9,1,14.0,2540.0,2526.0,81.75
60,4,1,9.0,239.0,230.0,29.6
120,1,1,10.0,59.0,49.0,18.90915119363396
120,9,1,38.0,1790.0,1752.0,44.75
90,2,2,30.0,30.0,0.0,20.244642857142857
60,4,1,57.0,578.0,521.0,16.08
30,1,2,9.0,1316.0,1307.0,160.03
120,9,1,24.0,80.0,56.0,3.8
120,2,1,0.0,1215.0,1215.0,53.06000000000001
120,2,2,75.0,671.0,596.0,62.1
60,9,2,29.0,1374.0,1345.0,149.175
630,9,2,509.0,11087.0,10578.0,160.3
150,2,0,481.0,1525.0,1044.0,10.75
90,8,2,1.0,1.0,0.0,10.827691056910568
120,1,1,172.0,1058.0,886.0,18.0
30,2,1,8.0,994.0,986.0,0.0
90,3,2,19.0,419.0,400.0,5.47
60,7,1,62.0,563.0,501.0,18.90915119363396
120,7,2,66.0,4218.0,4152.0,84.53
60,0,1,20.0,318.0,298.0,30.72293706293706
120,9,2,127.0,1468.0,1341.0,74.61
30,8,3,157.0,4386.0,4229.0,177.85
60,1,1,107.0,852.0,745.0,20.762443438914023
60,7,1,587.0,5412.0,4825.0,83.56
60,7,1,247.0,1655.0,1408.0,136.25
60,4,2,0.0,696.0,696.0,59.75
120,6,2,119.0,602.0,483.0,112.5
120,7,2,4.0,140.0,136.0,14.825
60,0,2,79.0,584.0,505.0,120.675
30,8,3,17.0,1048.0,1031.0,0.0
30,4,2,0.0,399.0,399.0,91.7
60,6,1,49.0,3059.0,3010.0,136.39
120,5,2,56.0,3326.0,3270.0,83.75
60,8,2,40.0,311.0,271.0,6.7
60,1,2,154.0,5204.0,5050.0,53.75
60,8,3,43.0,3739.0,3696.0,91.75
60,6,3,162.0,332.0,170.0,9.354555555555557
60,2,2,847.0,3463.0,2616.0,168.1
60,6,3,105.0,225.0,120.0,8.75
90,9,1,14.0,1431.0,1417.0,53.5
240,2,1,112.0,331.0,219.0,16.939143426294823
60,3,2,0.0,185.0,185.0,8.5
60,6,1,15.0,405.0,390.0,0.0
90,0,2,45.0,2210.0,2165.0,51.0
60,3,0,19.0,330.0,311.0,56.85
90,1,3,65.0,2424.0,2359.0,79.5
60,6,1,0.0,313.0,313.0,64.47
60,5,2,29.0,935.0,906.0,93.68
60,2,2,57.0,114.0,57.0,21.8089552238806
120,9,2,2.0,1271.0,1269.0,95.85
60,5,2,63.0,5258.0,5195.0,76.5
60,2,4,263.0,3233.0,2970.0,163.735
60,4,2,49.0,815.0,766.0,9.7
60,2,3,136.0,1118.0,982.0,126.335
30,5,1,10.0,88.0,78.0,4.14
60,6,3,55.0,1229.0,1174.0,89.16
60,5,2,74.0,3808.0,3734.0,95.0
120,4,2,83.0,83.0,0.0,10.827691056910568
60,3,1,0.0,4.0,4.0,3.15
60,6,2,85.0,774.0,689.0,21.8089552238806
120,0,2,64.0,480.0,416.0,16.939143426294823
90,7,3,72.0,2149.0,2077.0,89.25
90,5,2,1.0,314.0,313.0,0.88
60,1,2,10.0,29.0,19.0,3.15
60,0,1,37.0,663.0,626.0,36.22377622377623
120,4,2,0.0,371.0,371.0,71.16
180,4,2,1.0,1.0,0.0,18.066869158878504
120,0,2,0.0,596.0,596.0,77.85
30,5,2,41.0,1165.0,1124.0,119.92
60,2,1,0.0,1308.0,1308.0,65.0
60,4,2,115.0,205.0,90.0,19.7685667752443
60,2,2,0.0,243.0,243.0,13.92
120,1,2,93.0,4110.0,4017.0,72.0
60,1,1,0.0,179.0,179.0,3.73
60,9,1,0.0,673.0,673.0,63.84000000000001
120,2,0,3.0,1607.0,1604.0,44.32
120,4,2,32.0,381.0,349.0,75.25
60,7,1,1.0,1144.0,1143.0,79.88
30,7,2,0.0,597.0,597.0,0.0
90,8,1,20.0,323.0,303.0,17.34
240,2,1,35.0,410.0,375.0,9.354555555555557
30,2,4,13.0,2954.0,2941.0,88.28
60,5,1,35.0,410.0,375.0,9.354555555555557
120,9,3,177.0,3338.0,3161.0,88.75
120,0,2,40.0,470.0,430.0,65.35
60,4,3,161.0,3423.0,3262.0,98.68
60,5,3,5.0,312.0,307.0,3.5
120,3,3,34.0,1273.0,1239.0,77.9
60,8,1,51.0,2425.0,2374.0,70.75
90,5,2,11.0,1477.0,1466.0,77.04
120,3,3,14.0,802.0,788.0,70.3
30,3,1,21.0,249.0,228.0,0.0
60,2,3,2.0,253.0,251.0,15.44
60,9,3,0.0,289.0,289.0,128.5
60,8,1,149.0,860.0,711.0,80.13
30,0,1,1.0,1.0,0.0,0.0
60,6,3,4.0,980.0,976.0,168.4
90,8,1,153.0,3020.0,2867.0,85.64
30,1,1,222.0,2027.0,1805.0,0.0
90,2,1,77.0,364.0,287.0,7.84
120,4,2,0.0,23.0,23.0,33.9785100286533
90,0,2,21.0,210.0,189.0,20.60275423728813
90,7,3,2.0,2.0,0.0,16.939143426294823
30,0,1,15.0,516.0,501.0,0.0
120,0,2,34.0,233.0,199.0,10.145049504950494
60,9,1,5.0,15.0,10.0,16.720334928229665
90,2,1,0.0,50.0,50.0,9.354555555555557
60,3,1,66.0,2669.0,2603.0,157.11
180,0,2,127.0,2057.0,1930.0,122.35
120,6,2,0.0,751.0,751.0,32.875
30,3,2,0.0,407.0,407.0,0.0
60,4,2,140.0,1185.0,1045.0,20.1
60,4,1,106.0,3129.0,3023.0,70.75
60,3,2,129.0,2581.0,2452.0,45.25
60,9,3,113.0,2802.0,2689.0,79.5
60,1,1,5.0,15.0,10.0,20.60275423728813
60,9,2,54.0,2080.0,2026.0,74.0
120,0,2,56.0,894.0,838.0,119.59
60,2,2,78.0,1558.0,1480.0,177.55
90,3,2,149.0,1347.0,1198.0,21.75
60,7,1,138.0,936.0,798.0,59.56
60,0,2,0.0,242.0,242.0,13.59
60,3,3,228.0,906.0,678.0,1.4
60,5,2,0.0,21.0,21.0,44.85
30,3,1,0.0,582.0,582.0,29.520000000000003
150,3,2,9.0,1835.0,1826.0,50.25
150,9,2,54.0,1025.0,971.0,41.5
60,2,2,80.0,1322.0,1242.0,165.425
150,2,3,22.0,520.0,498.0,16.63
60,0,1,20.0,318.0,298.0,30.72293706293706
60,5,2,20.0,2472.0,2452.0,143.66
150,7,1,40.0,370.0,330.0,10.827691056910568
60,5,2,93.0,434.0,341.0,29.55
30,0,2,17.0,214.0,197.0,0.0
60,0,1,408.0,10529.0,10121.0,57.46
60,8,2,48.0,338.0,290.0,140.3
60,9,3,129.0,1504.0,1375.0,161.1
60,1,3,4.0,612.0,608.0,81.96000000000001
90,5,2,0.0,73.0,73.0,10.827691056910568
60,3,2,860.0,9682.0,8822.0,92.0
30,7,1,1.0,470.0,469.0,0.0
150,2,1,83.0,3221.0,3138.0,87.25
120,2,2,15.0,67.0,52.0,16.939143426294823
60,2,2,360.0,5099.0,4739.0,136.55
90,3,3,25.0,730.0,705.0,50.13
60,9,2,35.0,410.0,375.0,9.354555555555557
60,2,2,116.0,2126.0,2010.0,52.75
60,2,1,16.0,582.0,566.0,68.96
120,3,2,163.0,688.0,525.0,34.55
60,8,1,133.0,2951.0,2818.0,53.25
60,2,2,35.0,410.0,375.0,9.354555555555557
60,8,1,91.0,2000.0,1909.0,64.9
120,8,1,73.0,593.0,520.0,87.87
120,9,3,146.0,2481.0,2335.0,63.25
60,6,2,192.0,1895.0,1703.0,41.5
60,8,1,60.0,4122.0,4062.0,82.25
