at_risk_binary_encoded,studied_credits,num_of_prev_attempts,imd_band_encoded,highest_education_encoded,before_course_click,sum_click,after_course_click,final_score,imd_band,highest_education
1,90,0,1,1,51.0,290.0,239.0,10.0,10-20%,Lower Than A Level
1,60,0,0,1,43.0,1924.0,1881.0,36.9,0-10%,Lower Than A Level
1,240,0,3,1,34.0,233.0,199.0,10.145049504950494,30-40%,Lower Than A Level
0,60,0,2,1,89.0,3387.0,3298.0,75.15,20-30%,Lower Than A Level
1,120,0,1,1,34.0,233.0,199.0,10.145049504950494,10-20%,Lower Than A Level
1,60,0,3,3,0.0,12.0,12.0,0.0,30-40%,HE Qualification
1,60,0,8,2,34.0,233.0,199.0,10.145049504950494,80-90%,A Level or Equivalent
0,60,0,0,1,42.0,832.0,790.0,63.8,0-10%,Lower Than A Level
0,60,0,9,2,71.0,826.0,755.0,79.4,90-100%,A Level or Equivalent
1,60,0,7,3,34.0,233.0,199.0,10.145049504950494,70-80%,HE Qualification
0,120,0,0,1,121.0,1526.0,1405.0,52.5,0-10%,Lower Than A Level
0,60,0,2,1,137.0,817.0,680.0,64.7,20-30%,Lower Than A Level
1,120,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
1,60,0,0,2,0.0,44.0,44.0,0.0,0-10%,A Level or Equivalent
1,60,0,8,2,34.0,233.0,199.0,10.145049504950494,80-90%,A Level or Equivalent
1,60,0,4,1,29.0,126.0,97.0,54.0,40-50%,Lower Than A Level
1,120,0,1,1,1.0,192.0,191.0,6.2,10-20%,Lower Than A Level
0,60,0,2,3,68.0,742.0,674.0,81.7,20-30%,HE Qualification
1,60,0,8,2,76.0,106.0,30.0,0.0,80-90%,A Level or Equivalent
1,60,0,0,1,4.0,19.0,15.0,28.5,0-10%,Lower Than A Level
1,120,0,7,2,0.0,43.0,43.0,26.753254437869824,70-80%,A Level or Equivalent
1,60,0,6,1,34.0,233.0,199.0,10.145049504950494,60-70%,Lower Than A Level
0,60,0,0,1,100.0,4929.0,4829.0,67.3,0-10%,Lower Than A Level
0,60,0,1,2,22.0,47.0,25.0,55.35,10-20%,A Level or Equivalent
0,120,0,7,2,75.0,985.0,910.0,74.2,70-80%,A Level or Equivalent
1,120,0,4,1,0.0,46.0,46.0,0.0,40-50%,Lower Than A Level
0,120,0,6,1,44.0,644.0,600.0,86.85,60-70%,Lower Than A Level
1,60,0,4,1,34.0,396.0,362.0,26.753254437869824,40-50%,Lower Than A Level
1,180,0,9,2,34.0,233.0,199.0,10.145049504950494,90-100%,A Level or Equivalent
0,120,0,4,3,32.0,1682.0,1650.0,74.4,40-50%,HE Qualification
1,90,0,6,1,77.0,138.0,61.0,0.0,60-70%,Lower Than A Level
0,60,0,9,1,24.0,1106.0,1082.0,76.15,90-100%,Lower Than A Level
1,90,0,5,1,66.0,661.0,595.0,10.0,50-60%,Lower Than A Level
0,120,0,1,1,168.0,2420.0,2252.0,60.7,10-20%,Lower Than A Level
0,60,0,4,2,16.0,1015.0,999.0,85.7,40-50%,A Level or Equivalent
0,60,0,6,1,33.0,554.0,521.0,77.75,60-70%,Lower Than A Level
1,60,0,2,3,34.0,233.0,199.0,10.145049504950494,20-30%,HE Qualification
0,120,0,7,2,1.0,763.0,762.0,73.5,70-80%,A Level or Equivalent
0,60,0,0,1,0.0,385.0,385.0,57.2,0-10%,Lower Than A Level
0,60,0,5,1,0.0,213.0,213.0,67.55,50-60%,Lower Than A Level
1,60,0,0,1,34.0,396.0,362.0,26.753254437869824,0-10%,Lower Than A Level
1,60,0,1,2,34.0,233.0,199.0,10.145049504950494,10-20%,A Level or Equivalent
1,60,0,0,1,168.0,869.0,701.0,38.0,0-10%,Lower Than A Level
1,60,0,8,1,34.0,233.0,199.0,10.145049504950494,80-90%,Lower Than A Level
1,60,0,1,1,0.0,246.0,246.0,41.6,10-20%,Lower Than A Level
1,60,0,3,2,34.0,233.0,199.0,10.145049504950494,30-40%,A Level or Equivalent
1,120,0,3,1,114.0,605.0,491.0,49.0,30-40%,Lower Than A Level
0,120,0,9,2,131.0,1061.0,930.0,64.9,90-100%,A Level or Equivalent
1,60,0,8,2,34.0,233.0,199.0,10.145049504950494,80-90%,A Level or Equivalent
1,120,0,5,2,12.0,186.0,174.0,0.0,50-60%,A Level or Equivalent
1,60,0,3,1,34.0,233.0,199.0,10.145049504950494,30-40%,Lower Than A Level
0,120,0,0,2,6.0,527.0,521.0,65.55000000000001,0-10%,A Level or Equivalent
1,120,0,5,2,77.0,942.0,865.0,36.35,50-60%,A Level or Equivalent
1,60,0,6,1,0.0,133.0,133.0,6.0,60-70%,Lower Than A Level
1,180,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
1,120,0,5,2,34.0,233.0,199.0,10.145049504950494,50-60%,A Level or Equivalent
0,120,0,2,2,0.0,1018.0,1018.0,54.7,20-30%,A Level or Equivalent
1,180,0,3,3,34.0,233.0,199.0,10.145049504950494,30-40%,HE Qualification
0,60,0,2,2,79.0,2008.0,1929.0,63.65,20-30%,A Level or Equivalent
1,60,0,3,1,287.0,854.0,567.0,7.5,30-40%,Lower Than A Level
1,60,0,4,2,0.0,215.0,215.0,41.3,40-50%,A Level or Equivalent
0,60,0,1,2,68.0,1157.0,1089.0,49.5,10-20%,A Level or Equivalent
0,60,0,3,2,0.0,542.0,542.0,84.7,30-40%,A Level or Equivalent
1,60,0,4,1,34.0,233.0,199.0,10.145049504950494,40-50%,Lower Than A Level
1,60,0,0,1,7.0,279.0,272.0,0.0,0-10%,Lower Than A Level
1,150,0,3,1,0.0,6.0,6.0,10.145049504950494,30-40%,Lower Than A Level
0,60,0,5,1,85.0,2272.0,2187.0,74.2,50-60%,Lower Than A Level
0,60,0,8,2,0.0,279.0,279.0,77.7,80-90%,A Level or Equivalent
1,60,0,2,1,145.0,1496.0,1351.0,37.7,20-30%,Lower Than A Level
1,120,0,2,2,28.0,176.0,148.0,0.0,20-30%,A Level or Equivalent
1,120,0,0,1,0.0,285.0,285.0,6.3,0-10%,Lower Than A Level
0,60,0,1,2,17.0,1196.0,1179.0,65.9,10-20%,A Level or Equivalent
1,120,0,2,1,53.0,137.0,84.0,0.0,20-30%,Lower Than A Level
1,60,0,9,2,34.0,233.0,199.0,10.145049504950494,90-100%,A Level or Equivalent
0,60,0,6,2,42.0,388.0,346.0,68.75,60-70%,A Level or Equivalent
1,60,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
1,60,0,1,1,0.0,132.0,132.0,10.4,10-20%,Lower Than A Level
1,120,0,4,2,34.0,233.0,199.0,10.145049504950494,40-50%,A Level or Equivalent
1,60,0,2,2,8.0,400.0,392.0,13.0,20-30%,A Level or Equivalent
0,60,0,5,2,35.0,1788.0,1753.0,70.3,50-60%,A Level or Equivalent
0,180,0,2,3,176.0,1002.0,826.0,67.9,20-30%,HE Qualification
1,60,0,2,2,0.0,389.0,389.0,25.1,20-30%,A Level or Equivalent
1,120,0,5,1,33.0,100.0,67.0,8.0,50-60%,Lower Than A Level
1,120,0,3,2,0.0,1088.0,1088.0,72.3,30-40%,A Level or Equivalent
1,60,0,7,1,57.0,91.0,34.0,0.0,70-80%,Lower Than A Level
1,60,0,9,2,34.0,233.0,199.0,10.145049504950494,90-100%,A Level or Equivalent
1,60,0,3,1,49.0,276.0,227.0,6.4,30-40%,Lower Than A Level
1,60,0,6,1,103.0,749.0,646.0,16.5,60-70%,Lower Than A Level
0,60,0,3,3,1.0,1223.0,1222.0,60.7,30-40%,HE Qualification
1,60,0,3,2,34.0,233.0,199.0,10.145049504950494,30-40%,A Level or Equivalent
1,60,0,4,1,0.0,73.0,73.0,17.6,40-50%,Lower Than A Level
1,120,0,1,2,34.0,233.0,199.0,10.145049504950494,10-20%,A Level or Equivalent
1,60,0,3,3,19.0,166.0,147.0,37.6,30-40%,HE Qualification
1,60,0,7,3,22.0,78.0,56.0,1.0,70-80%,HE Qualification
1,60,0,2,1,34.0,233.0,199.0,10.145049504950494,20-30%,Lower Than A Level
1,90,0,0,1,88.0,587.0,499.0,17.9,0-10%,Lower Than A Level
0,60,0,4,1,23.0,578.0,555.0,76.1,40-50%,Lower Than A Level
0,60,0,9,2,0.0,1080.0,1080.0,54.1,90-100%,A Level or Equivalent
0,120,0,4,2,53.0,1326.0,1273.0,74.05,40-50%,A Level or Equivalent
1,60,0,4,1,65.0,65.0,0.0,10.145049504950494,40-50%,Lower Than A Level
1,60,0,5,1,0.0,8.0,8.0,0.0,50-60%,Lower Than A Level
1,120,0,4,1,50.0,334.0,284.0,43.45,40-50%,Lower Than A Level
1,120,0,0,2,34.0,233.0,199.0,10.145049504950494,0-10%,A Level or Equivalent
1,60,0,1,3,0.0,27.0,27.0,5.8,10-20%,HE Qualification
0,60,0,7,2,49.0,1451.0,1402.0,72.95,70-80%,A Level or Equivalent
0,60,0,5,1,72.0,1136.0,1064.0,83.55,50-60%,Lower Than A Level
1,90,0,5,3,2.0,34.0,32.0,0.0,50-60%,HE Qualification
1,60,0,4,2,0.0,911.0,911.0,70.55,40-50%,A Level or Equivalent
1,60,0,8,1,34.0,233.0,199.0,10.145049504950494,80-90%,Lower Than A Level
0,60,0,3,2,80.0,3192.0,3112.0,76.2,30-40%,A Level or Equivalent
1,120,0,1,3,34.0,233.0,199.0,10.145049504950494,10-20%,HE Qualification
0,60,0,6,2,117.0,1998.0,1881.0,74.3,60-70%,A Level or Equivalent
0,60,0,6,2,0.0,1361.0,1361.0,81.75,60-70%,A Level or Equivalent
0,60,0,8,1,0.0,286.0,286.0,53.3,80-90%,Lower Than A Level
0,60,0,1,1,0.0,1428.0,1428.0,55.7,10-20%,Lower Than A Level
1,60,0,1,1,14.0,381.0,367.0,7.5,10-20%,Lower Than A Level
1,60,0,8,1,38.0,305.0,267.0,3.0,80-90%,Lower Than A Level
1,60,0,2,1,34.0,233.0,199.0,10.145049504950494,20-30%,Lower Than A Level
1,60,0,0,2,34.0,233.0,199.0,10.145049504950494,0-10%,A Level or Equivalent
0,60,0,2,2,0.0,500.0,500.0,50.85,20-30%,A Level or Equivalent
1,240,0,1,1,34.0,233.0,199.0,10.145049504950494,10-20%,Lower Than A Level
1,60,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
0,60,0,0,1,140.0,479.0,339.0,53.4,0-10%,Lower Than A Level
1,60,0,5,1,109.0,343.0,234.0,6.2,50-60%,Lower Than A Level
1,60,0,9,1,25.0,25.0,0.0,10.145049504950494,90-100%,Lower Than A Level
1,60,0,6,1,34.0,233.0,199.0,10.145049504950494,60-70%,Lower Than A Level
0,120,0,1,1,73.0,1168.0,1095.0,47.75,10-20%,Lower Than A Level
0,120,0,0,2,0.0,426.0,426.0,85.5,0-10%,A Level or Equivalent
0,60,0,3,1,21.0,508.0,487.0,45.15,30-40%,Lower Than A Level
1,60,0,0,2,34.0,233.0,199.0,10.145049504950494,0-10%,A Level or Equivalent
0,60,0,9,2,4.0,1294.0,1290.0,69.75,90-100%,A Level or Equivalent
1,60,0,0,1,17.0,186.0,169.0,59.9,0-10%,Lower Than A Level
1,60,0,1,1,92.0,186.0,94.0,8.4,10-20%,Lower Than A Level
0,60,0,2,1,115.0,854.0,739.0,54.9,20-30%,Lower Than A Level
1,120,0,2,1,34.0,233.0,199.0,10.145049504950494,20-30%,Lower Than A Level
0,60,0,5,2,22.0,1916.0,1894.0,70.4,50-60%,A Level or Equivalent
0,60,0,8,2,224.0,886.0,662.0,55.1,80-90%,A Level or Equivalent
1,60,0,3,2,25.0,1046.0,1021.0,51.65,30-40%,A Level or Equivalent
0,60,0,8,2,69.0,1353.0,1284.0,75.3,80-90%,A Level or Equivalent
0,60,0,6,3,40.0,1503.0,1463.0,44.05,60-70%,HE Qualification
0,60,0,5,1,0.0,245.0,245.0,56.1,50-60%,Lower Than A Level
1,120,0,5,3,14.0,778.0,764.0,70.65,50-60%,HE Qualification
1,60,0,0,1,0.0,36.0,36.0,10.145049504950494,0-10%,Lower Than A Level
0,120,0,6,1,17.0,221.0,204.0,55.05,60-70%,Lower Than A Level
0,60,0,9,2,0.0,435.0,435.0,87.9,90-100%,A Level or Equivalent
0,60,0,1,1,59.0,2536.0,2477.0,49.3,10-20%,Lower Than A Level
1,60,0,1,3,0.0,587.0,587.0,71.9,10-20%,HE Qualification
1,60,0,2,1,34.0,233.0,199.0,10.145049504950494,20-30%,Lower Than A Level
1,60,0,5,2,22.0,495.0,473.0,24.899999999999995,50-60%,A Level or Equivalent
0,60,0,0,2,118.0,2239.0,2121.0,85.7,0-10%,A Level or Equivalent
1,180,0,1,1,34.0,233.0,199.0,10.145049504950494,10-20%,Lower Than A Level
0,60,0,5,2,76.0,1503.0,1427.0,65.55,50-60%,A Level or Equivalent
0,60,0,8,2,41.0,2153.0,2112.0,68.25,80-90%,A Level or Equivalent
1,60,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
0,60,0,1,1,0.0,64.0,64.0,56.9,10-20%,Lower Than A Level
1,60,0,2,1,0.0,7.0,7.0,0.0,20-30%,Lower Than A Level
0,60,0,6,2,0.0,1230.0,1230.0,61.55,60-70%,A Level or Equivalent
0,60,0,6,2,103.0,1267.0,1164.0,80.05,60-70%,A Level or Equivalent
1,60,0,7,1,34.0,233.0,199.0,10.145049504950494,70-80%,Lower Than A Level
0,120,0,8,3,18.0,1060.0,1042.0,85.65,80-90%,HE Qualification
1,60,0,2,3,34.0,233.0,199.0,10.145049504950494,20-30%,HE Qualification
1,120,0,6,1,34.0,233.0,199.0,10.145049504950494,60-70%,Lower Than A Level
1,120,0,2,1,34.0,233.0,199.0,10.145049504950494,20-30%,Lower Than A Level
0,60,0,7,1,152.0,2750.0,2598.0,70.5,70-80%,Lower Than A Level
1,60,0,6,2,34.0,233.0,199.0,10.145049504950494,60-70%,A Level or Equivalent
0,60,0,4,3,144.0,1430.0,1286.0,86.3,40-50%,HE Qualification
1,60,0,1,2,5.0,1340.0,1335.0,90.15,10-20%,A Level or Equivalent
1,120,0,2,3,0.0,30.0,30.0,26.753254437869824,20-30%,HE Qualification
0,60,0,1,1,103.0,1158.0,1055.0,67.8,10-20%,Lower Than A Level
0,60,0,9,1,16.0,1753.0,1737.0,76.75,90-100%,Lower Than A Level
1,120,0,2,3,23.0,77.0,54.0,0.0,20-30%,HE Qualification
0,60,0,6,1,159.0,2043.0,1884.0,74.3,60-70%,Lower Than A Level
1,120,0,5,3,9.0,97.0,88.0,0.0,50-60%,HE Qualification
0,60,0,2,1,0.0,1009.0,1009.0,53.15,20-30%,Lower Than A Level
1,240,0,2,2,0.0,92.0,92.0,0.0,20-30%,A Level or Equivalent
1,120,0,7,1,34.0,233.0,199.0,10.145049504950494,70-80%,Lower Than A Level
1,60,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
0,60,0,5,2,0.0,82.0,82.0,54.75,50-60%,A Level or Equivalent
0,60,0,7,1,30.0,515.0,485.0,73.85,70-80%,Lower Than A Level
1,60,0,2,1,94.0,335.0,241.0,5.3,20-30%,Lower Than A Level
0,60,0,3,2,0.0,418.0,418.0,75.05,30-40%,A Level or Equivalent
0,60,0,3,2,1.0,1188.0,1187.0,57.7,30-40%,A Level or Equivalent
1,60,0,4,2,34.0,233.0,199.0,10.145049504950494,40-50%,A Level or Equivalent
0,60,0,5,3,0.0,512.0,512.0,84.7,50-60%,HE Qualification
1,120,0,3,2,34.0,233.0,199.0,10.145049504950494,30-40%,A Level or Equivalent
0,60,0,5,1,37.0,908.0,871.0,71.3,50-60%,Lower Than A Level
0,60,0,7,2,66.0,3365.0,3299.0,75.4,70-80%,A Level or Equivalent
1,60,0,5,1,4.0,98.0,94.0,7.0,50-60%,Lower Than A Level
1,120,0,4,1,34.0,233.0,199.0,10.145049504950494,40-50%,Lower Than A Level
1,120,0,9,1,0.0,26.0,26.0,0.0,90-100%,Lower Than A Level
0,120,0,2,2,88.0,1252.0,1164.0,75.15,20-30%,A Level or Equivalent
0,60,0,8,1,0.0,75.0,75.0,50.75,80-90%,Lower Than A Level
0,60,0,3,1,0.0,634.0,634.0,49.75,30-40%,Lower Than A Level
1,120,0,1,1,15.0,153.0,138.0,0.0,10-20%,Lower Than A Level
0,60,0,3,3,44.0,1544.0,1500.0,72.85,30-40%,HE Qualification
1,120,0,1,1,56.0,296.0,240.0,0.0,10-20%,Lower Than A Level
1,180,0,5,1,55.0,71.0,16.0,0.0,50-60%,Lower Than A Level
1,60,0,7,2,37.0,638.0,601.0,75.5,70-80%,A Level or Equivalent
1,60,0,1,2,5.0,542.0,537.0,36.35,10-20%,A Level or Equivalent
0,60,0,7,3,80.0,2668.0,2588.0,82.55000000000001,70-80%,HE Qualification
1,240,0,1,0,37.0,43.0,6.0,10.145049504950494,10-20%,No Formal quals
0,60,0,6,3,70.0,2163.0,2093.0,87.45,60-70%,HE Qualification
0,60,0,0,1,333.0,5645.0,5312.0,65.55,0-10%,Lower Than A Level
0,120,0,7,1,0.0,972.0,972.0,59.25,70-80%,Lower Than A Level
0,60,0,3,2,77.0,243.0,166.0,73.85,30-40%,A Level or Equivalent
1,240,0,5,2,34.0,233.0,199.0,10.145049504950494,50-60%,A Level or Equivalent
0,60,0,5,3,153.0,807.0,654.0,73.15,50-60%,HE Qualification
0,120,0,7,2,43.0,170.0,127.0,62.35,70-80%,A Level or Equivalent
1,60,0,1,1,24.0,35.0,11.0,10.145049504950494,10-20%,Lower Than A Level
1,60,0,6,1,34.0,233.0,199.0,10.145049504950494,60-70%,Lower Than A Level
1,60,0,0,0,34.0,233.0,199.0,10.145049504950494,0-10%,No Formal quals
0,60,0,4,1,16.0,956.0,940.0,61.3,40-50%,Lower Than A Level
1,120,0,6,2,34.0,233.0,199.0,10.145049504950494,60-70%,A Level or Equivalent
1,120,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
1,60,0,4,2,0.0,590.0,590.0,52.2,40-50%,A Level or Equivalent
0,60,0,8,2,14.0,960.0,946.0,57.35,80-90%,A Level or Equivalent
0,60,0,5,3,54.0,644.0,590.0,66.19999999999999,50-60%,HE Qualification
0,60,0,7,1,33.0,1751.0,1718.0,78.2,70-80%,Lower Than A Level
0,60,0,3,1,0.0,1246.0,1246.0,73.15,30-40%,Lower Than A Level
0,60,0,5,3,0.0,861.0,861.0,67.2,50-60%,HE Qualification
0,60,0,0,1,200.0,1819.0,1619.0,57.45,0-10%,Lower Than A Level
1,120,0,1,2,31.0,41.0,10.0,10.145049504950494,10-20%,A Level or Equivalent
0,60,0,2,1,182.0,1617.0,1435.0,70.65,20-30%,Lower Than A Level
0,60,0,4,3,135.0,2337.0,2202.0,69.75,40-50%,HE Qualification
1,60,0,5,1,40.0,50.0,10.0,0.0,50-60%,Lower Than A Level
1,120,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
0,120,0,2,3,106.0,637.0,531.0,83.45,20-30%,HE Qualification
1,60,0,5,1,98.0,1044.0,946.0,69.9,50-60%,Lower Than A Level
0,60,0,5,2,0.0,1250.0,1250.0,71.15,50-60%,A Level or Equivalent
1,240,0,2,2,2.0,58.0,56.0,0.0,20-30%,A Level or Equivalent
0,60,0,7,2,32.0,2212.0,2180.0,82.2,70-80%,A Level or Equivalent
1,120,0,8,2,34.0,233.0,199.0,10.145049504950494,80-90%,A Level or Equivalent
0,60,0,2,1,81.0,1588.0,1507.0,68.0,20-30%,Lower Than A Level
0,60,0,1,2,96.0,2286.0,2190.0,75.9,10-20%,A Level or Equivalent
1,60,0,6,1,0.0,208.0,208.0,6.0,60-70%,Lower Than A Level
0,60,0,5,2,97.0,1209.0,1112.0,92.15,50-60%,A Level or Equivalent
0,60,0,8,3,19.0,183.0,164.0,72.65,80-90%,HE Qualification
0,60,0,0,1,9.0,1279.0,1270.0,73.1,0-10%,Lower Than A Level
0,60,0,2,4,49.0,1397.0,1348.0,65.25,20-30%,Post Graduate Qualification
0,60,0,7,2,60.0,2536.0,2476.0,69.95,70-80%,A Level or Equivalent
0,60,0,0,2,5.0,458.0,453.0,66.80000000000001,0-10%,A Level or Equivalent
1,60,0,4,2,3.0,14.0,11.0,47.5,40-50%,A Level or Equivalent
1,60,0,3,2,0.0,179.0,179.0,43.650000000000006,30-40%,A Level or Equivalent
1,60,0,3,1,34.0,396.0,362.0,26.753254437869824,30-40%,Lower Than A Level
1,120,0,0,3,34.0,233.0,199.0,10.145049504950494,0-10%,HE Qualification
1,120,0,2,1,34.0,233.0,199.0,10.145049504950494,20-30%,Lower Than A Level
1,120,0,8,2,34.0,233.0,199.0,10.145049504950494,80-90%,A Level or Equivalent
0,120,0,5,2,46.0,1163.0,1117.0,85.2,50-60%,A Level or Equivalent
1,120,0,4,1,34.0,233.0,199.0,10.145049504950494,40-50%,Lower Than A Level
1,60,0,3,1,43.0,213.0,170.0,6.2,30-40%,Lower Than A Level
0,60,0,3,1,11.0,2085.0,2074.0,59.8,30-40%,Lower Than A Level
0,60,0,0,1,1.0,555.0,554.0,49.8,0-10%,Lower Than A Level
1,60,0,8,1,0.0,47.0,47.0,0.0,80-90%,Lower Than A Level
0,120,0,3,3,26.0,1505.0,1479.0,89.94999999999999,30-40%,HE Qualification
1,60,0,2,1,34.0,233.0,199.0,0.0,20-30%,Lower Than A Level
0,60,0,6,1,2.0,1239.0,1237.0,74.1,60-70%,Lower Than A Level
1,60,0,1,1,40.0,592.0,552.0,35.35,10-20%,Lower Than A Level
1,60,0,5,2,34.0,233.0,199.0,10.145049504950494,50-60%,A Level or Equivalent
1,60,0,5,2,0.0,954.0,954.0,22.5,50-60%,A Level or Equivalent
0,60,0,6,1,0.0,1143.0,1143.0,79.7,60-70%,Lower Than A Level
1,120,0,1,1,67.0,292.0,225.0,11.6,10-20%,Lower Than A Level
1,60,0,3,2,0.0,1567.0,1567.0,28.75,30-40%,A Level or Equivalent
0,60,0,0,2,0.0,1556.0,1556.0,55.25,0-10%,A Level or Equivalent
0,90,0,1,1,0.0,670.0,670.0,44.6,10-20%,Lower Than A Level
1,60,0,1,1,2.0,115.0,113.0,18.0,10-20%,Lower Than A Level
0,60,0,3,2,69.0,785.0,716.0,64.75,30-40%,A Level or Equivalent
0,60,0,1,2,119.0,864.0,745.0,67.35,10-20%,A Level or Equivalent
0,60,0,2,2,9.0,1386.0,1377.0,69.05,20-30%,A Level or Equivalent
1,60,0,6,2,0.0,408.0,408.0,39.1,60-70%,A Level or Equivalent
1,120,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
0,60,0,9,1,1.0,1342.0,1341.0,83.6,90-100%,Lower Than A Level
1,60,0,1,1,34.0,233.0,199.0,10.145049504950494,10-20%,Lower Than A Level
1,60,0,2,3,315.0,427.0,112.0,0.0,20-30%,HE Qualification
1,60,0,2,0,16.0,173.0,157.0,13.8,20-30%,No Formal quals
0,60,0,2,4,0.0,528.0,528.0,74.25,20-30%,Post Graduate Qualification
1,60,0,0,1,34.0,233.0,199.0,10.145049504950494,0-10%,Lower Than A Level
1,60,0,3,1,4.0,156.0,152.0,0.0,30-40%,Lower Than A Level
0,60,0,3,3,44.0,532.0,488.0,65.25,30-40%,HE Qualification
0,60,0,9,2,224.0,2213.0,1989.0,87.45,90-100%,A Level or Equivalent
0,60,0,0,2,0.0,423.0,423.0,65.35,0-10%,A Level or Equivalent
0,60,0,8,3,34.0,1233.0,1199.0,83.3,80-90%,HE Qualification
1,60,0,6,1,0.0,1.0,1.0,26.753254437869824,60-70%,Lower Than A Level
0,120,0,3,2,125.0,3314.0,3189.0,76.7,30-40%,A Level or Equivalent
1,60,0,1,1,3.0,3.0,0.0,10.145049504950494,10-20%,Lower Than A Level
1,60,0,7,1,49.0,374.0,325.0,0.0,70-80%,Lower Than A Level
0,120,0,6,1,183.0,1401.0,1218.0,72.75,60-70%,Lower Than A Level
1,120,0,1,3,143.0,705.0,562.0,0.0,10-20%,HE Qualification
0,60,0,9,2,96.0,974.0,878.0,70.15,90-100%,A Level or Equivalent
0,60,0,0,1,47.0,873.0,826.0,71.3,0-10%,Lower Than A Level
1,60,0,1,1,17.0,365.0,348.0,6.0,10-20%,Lower Than A Level
0,60,0,6,2,0.0,1502.0,1502.0,78.05,60-70%,A Level or Equivalent
1,60,0,1,2,23.0,44.0,21.0,10.145049504950494,10-20%,A Level or Equivalent
1,60,0,7,1,34.0,233.0,199.0,10.145049504950494,70-80%,Lower Than A Level
1,60,0,9,2,0.0,105.0,105.0,0.0,90-100%,A Level or Equivalent
1,60,0,4,1,9.0,836.0,827.0,58.5,40-50%,Lower Than A Level
1,120,0,7,2,28.0,553.0,525.0,69.3,70-80%,A Level or Equivalent
1,60,0,4,1,34.0,233.0,199.0,10.145049504950494,40-50%,Lower Than A Level
1,60,0,2,1,7.0,434.0,427.0,45.4,20-30%,Lower Than A Level
1,60,0,2,1,4.0,64.0,60.0,10.145049504950494,20-30%,Lower Than A Level
0,60,0,3,1,116.0,3161.0,3045.0,91.7,30-40%,Lower Than A Level
0,60,0,3,1,10.0,1129.0,1119.0,56.5,30-40%,Lower Than A Level
1,60,0,4,1,648.0,1535.0,887.0,21.0,40-50%,Lower Than A Level
1,120,0,0,1,13.0,15.0,2.0,0.0,0-10%,Lower Than A Level
0,120,0,5,2,128.0,1040.0,912.0,74.15,50-60%,A Level or Equivalent
1,60,0,5,2,0.0,19.0,19.0,0.0,50-60%,A Level or Equivalent
0,60,0,0,1,38.0,838.0,800.0,55.55,0-10%,Lower Than A Level
0,60,0,6,2,50.0,1409.0,1359.0,85.8,60-70%,A Level or Equivalent
0,60,0,7,2,20.0,1018.0,998.0,96.8,70-80%,A Level or Equivalent
0,120,0,0,3,162.0,879.0,717.0,74.3,0-10%,HE Qualification
0,60,0,4,1,81.0,607.0,526.0,70.7,40-50%,Lower Than A Level
0,60,0,6,3,207.0,1917.0,1710.0,77.7,60-70%,HE Qualification
1,120,0,4,1,70.0,750.0,680.0,13.300000000000002,40-50%,Lower Than A Level
0,60,0,5,1,0.0,2555.0,2555.0,91.6,50-60%,Lower Than A Level
1,60,0,0,1,0.0,6.0,6.0,0.0,0-10%,Lower Than A Level
1,60,0,4,1,15.0,150.0,135.0,6.0,40-50%,Lower Than A Level
0,60,0,3,2,76.0,1939.0,1863.0,71.05,30-40%,A Level or Equivalent
1,60,0,7,1,108.0,915.0,807.0,52.6,70-80%,Lower Than A Level
1,60,0,1,3,34.0,233.0,199.0,10.145049504950494,10-20%,HE Qualification
0,60,0,8,2,187.0,1895.0,1708.0,55.75,80-90%,A Level or Equivalent
1,60,0,2,1,0.0,3.0,3.0,0.0,20-30%,Lower Than A Level
0,60,0,4,2,0.0,1101.0,1101.0,55.75,40-50%,A Level or Equivalent
0,60,0,1,1,32.0,2546.0,2514.0,77.55,10-20%,Lower Than A Level
0,60,0,2,2,21.0,440.0,419.0,66.7,20-30%,A Level or Equivalent
1,60,0,0,1,8.0,258.0,250.0,0.0,0-10%,Lower Than A Level
1,120,0,7,2,0.0,10.0,10.0,0.0,70-80%,A Level or Equivalent
0,60,0,1,1,0.0,231.0,231.0,56.8,10-20%,Lower Than A Level
1,120,0,4,3,65.0,293.0,228.0,49.1,40-50%,HE Qualification
1,60,0,3,1,4.0,4.0,0.0,10.145049504950494,30-40%,Lower Than A Level
0,60,0,3,2,0.0,5233.0,5233.0,68.55,30-40%,A Level or Equivalent
0,60,0,5,2,68.0,2161.0,2093.0,60.6,50-60%,A Level or Equivalent
0,60,0,3,2,0.0,735.0,735.0,71.95,30-40%,A Level or Equivalent
1,60,0,9,3,0.0,8.0,8.0,0.0,90-100%,HE Qualification
0,60,0,5,3,36.0,1351.0,1315.0,64.4,50-60%,HE Qualification
